10769,7327,9362,25050,22240,18474,25535,15358,19175,21117,24045,17416,21427,18773,27383,25929,28046,27945,20272,28250,22185,29081,24837,27457,22683,20294,11563,9681,8136,13718,9508,17500,25405,25492,23345,23394,16522,22417,19411,22775,16814,12223,16498,21742,25689,18426,12362,9650,22716,19791,11505,23964,20643,11281,23347,25420,17809,24657,24216,13600,17534,10505,25378,11943,20241,26758,12613,16383,27194,23268,24639,27850,20980,26549,17816,17470,21681,20015,15114,15812,15565,9668,12550,11132,23822,22881,9279,28292,22672,26622,22587,15029,19519,9848,14717,15886,23168,19752,25452,23317,13435,17767,12395,18148,14226,16926,18513,26245,28049,23959,18766,14324,21028,20017,6967,23412,12116,6368,5561,4679,22490,12766,12584,19693,21553,22607,8630,23187,21702,23566,11564,12893,4259,7000,6513,14494,5351,2983,9247,20673,13395,13825,6756,16624,14463,13864,7339,14812,5043,3791,17510,7845,21784,12481,3615,5370,13088,4269,10624,11307,5298,4872,7264,5425,4374,10016,5803,1553,
5758,3963,6198,10092,9646,11029,7108,23330,22845,12575,22076,18734,19514,28088,27202,28390,28655,23055,15714,25222,27986,12746,19135,25812,7913,14744,16755,17718,7402,20011,16583,17404,21938,17200,24535,26828,25153,5332,23967,14909,27983,11661,26277,18686,19657,22756,12467,21831,17320,15079,27115,21891,16356,16649,14673,27497,4964,24223,18681,23066,21175,25158,21337,18350,15937,21811,16552,19912,27515,18730,21086,22181,26120,24115,22412,15880,24084,21939,17401,11315,12707,23933,17903,19398,19921,18449,22544,19084,21185,13566,10823,15814,17982,18387,7605,11061,15509,28314,18753,20979,19508,26196,14295,27506,22794,17641,26871,23635,19218,22780,14736,17591,22152,18606,23757,17788,27846,18854,6247,12899,9388,16969,11445,26567,24771,11496,13167,19285,14754,4918,15699,7764,16543,6335,8089,4452,8358,2914,9235,13034,7034,13930,16593,12870,23136,15373,10056,15552,17748,4843,14549,20177,6507,2764,9271,16524,10736,18504,17658,7354,4661,8238,11018,12939,10704,2582,3100,1762,
7233,8207,24486,19704,12781,6949,22814,23962,24856,22854,21103,21816,22959,27841,29231,26759,9157,28627,28476,27528,23838,13516,25565,5256,3321,8916,11938,20823,19047,26258,16857,10671,16396,26982,13215,17996,26859,23113,23418,20534,7718,11171,16837,14970,24105,28490,21188,18660,19221,21860,22801,18138,20136,28253,17545,7488,27568,16256,7602,19314,23003,21273,12208,19224,8181,23482,27110,15279,12301,22590,25715,29498,19123,23422,12751,27286,17680,26662,25549,21670,15918,13968,25034,15037,17258,19456,17818,18675,21118,15228,24686,20708,11592,24968,25950,23164,9540,15478,28696,10607,18682,19044,25109,26291,21538,19414,21786,19997,20211,8044,13796,27442,14227,9313,11944,20975,9676,19030,19201,4442,7552,16299,21809,19293,14952,2743,9039,18328,16379,14844,18222,15111,10289,20279,9370,20128,16273,20059,7272,18495,10257,22852,10806,9091,19284,21327,13024,16388,6125,14431,12269,10251,12544,19052,12573,18885,13955,23519,5008,21255,14661,9917,3161,7587,4902,2936,5463,0,
5564,5340,20235,18979,15758,15625,21602,20365,14719,26159,28274,21360,27517,29100,25559,25187,24489,25580,21626,27028,16221,12508,16989,9741,8965,17570,8017,11071,10682,19497,24982,21802,10590,26052,22119,15896,23944,16596,22961,18795,24409,15005,28559,19702,18450,24434,25019,11996,19544,18922,5825,17823,26114,11867,8832,25400,18256,15968,16585,15540,27542,21637,20466,23696,23846,27391,27646,26933,10244,27022,13944,14520,10866,23337,23389,13224,25433,23680,12931,18640,14252,25621,7634,15957,21302,8038,15513,22271,16852,8380,17231,18535,21749,25605,9168,23185,23577,23355,19830,24249,16569,22630,26310,22078,8494,27084,25149,26271,28457,22031,19002,18373,18673,21993,25450,12653,16937,1823,17155,14808,10010,16730,12232,22316,12913,18000,11185,8841,7895,23946,11551,10877,10144,6976,13736,13492,14335,26848,9082,19815,20191,12404,12373,9262,9824,12595,14612,7673,21959,2917,24417,13799,11792,10987,11190,19211,21214,2338,7068,6087,20512,6031,1586,589,13861,7530,4086,0,
9742,17000,12036,19712,5050,11130,17430,22371,18287,25639,26872,25736,28666,28180,28954,29095,28492,26152,14813,22380,27780,21621,24339,12490,25514,19688,18685,14096,15586,25611,22674,19166,25749,26766,10267,24271,5086,18496,18813,22096,8515,22102,19266,27636,23388,19402,23692,22742,16799,19961,18616,19032,27235,17640,27081,19088,11560,20644,21292,10044,16839,26336,23786,14125,19758,19966,22690,22976,9837,19742,26205,26460,21792,23979,18185,20440,22055,25342,12869,17107,14993,14469,18801,10641,19273,21863,12737,16526,16980,26701,7422,27763,26696,12258,26926,8967,24470,16437,23453,19298,20746,14061,15537,15237,22829,23114,26637,22141,20585,22549,20258,21737,18314,15700,28799,14979,14741,19908,17611,10915,14752,9946,11396,15348,9504,16999,13002,12167,5310,10731,15419,7256,9764,8285,10149,9981,18327,20593,17340,17607,11951,8924,15893,20968,24029,13722,8263,12025,13687,10236,7945,17194,9000,17136,26603,10055,11144,12894,10970,9098,20085,7788,113,755,9031,3165,0,0,
13668,25552,12521,5119,17571,19933,19086,15397,26180,22162,20907,23800,26140,27078,28681,29456,28275,22877,23645,28194,23496,21056,28420,24868,26283,18532,29271,16703,20384,27229,27021,22675,17789,8532,12302,24871,19777,15355,23033,15026,13740,14603,12968,17393,7669,19910,24253,18268,27965,11358,17318,21631,15737,22573,14810,28768,27864,23802,17846,16854,24595,21443,24050,20700,21760,15804,15518,13252,14835,12674,12533,11676,17955,25064,12291,20798,15961,12651,12246,14644,23816,26264,15622,21247,13573,23074,19131,13731,16143,26216,16533,25999,26189,11025,16311,10014,27976,22125,13921,20447,9203,14716,21904,28381,23689,22106,21312,19779,14063,24475,25505,16889,12577,19549,13625,16700,21018,23011,17762,16550,16214,9922,16907,21368,12341,8447,3517,3460,3704,17113,16595,19013,23673,15595,27050,8566,7843,17508,16054,18252,15465,12489,12287,14833,12934,6705,8737,4429,3911,6338,10952,1909,19363,20419,14934,6226,9275,15214,16414,8032,6037,8112,180,5598,3297,8504,0,0,
27241,21436,25930,19882,20646,23557,15628,15452,27423,21356,20254,26273,20069,27051,27227,19631,24801,24834,28546,26383,28811,28408,26700,13216,21678,28594,22247,26008,28917,28520,28021,23421,20812,23511,27704,17742,24285,25358,26110,22234,16195,15040,28018,26093,19380,15118,12415,9428,9485,25013,26776,25922,19668,20170,19902,15110,24304,16640,26527,21885,9878,27434,17492,25099,27346,24178,14814,26892,19029,26536,24481,19382,23595,14078,13671,23854,14883,19392,21886,18533,27002,21734,25429,16429,7056,14323,24649,11145,14762,6270,8537,17221,23376,10187,22684,20487,20018,25241,20022,24440,20702,11482,28023,7875,22739,21077,27486,15444,17681,16874,8785,9874,13265,22313,13037,21850,12675,23027,12046,17628,23902,23060,22636,8915,26202,10294,4023,12459,11125,15624,26149,5986,22225,11352,16622,20264,9044,23289,11693,10209,19753,10431,14975,9197,11603,9945,16106,13385,5855,16342,22014,19280,7519,9594,22298,5975,8425,11834,7054,24238,14203,6521,3790,5555,1755,2799,0,0,
28967,25139,19078,9566,9711,21049,13641,23075,22948,11184,16218,21590,23525,19914,28616,28664,29380,29266,27889,28445,28523,25938,25430,14519,27077,26747,27251,25835,28957,29236,27881,26298,29116,22033,25825,29328,27072,29075,27462,28907,23681,28969,24860,29250,15468,19328,24014,20880,26307,24652,14973,11657,25025,7786,16289,23908,10942,12156,25871,16278,25592,23259,18804,26742,12631,24250,26540,25700,10225,25341,27696,24947,18107,11853,28075,7747,17056,17833,16906,12318,8645,21954,19503,12988,27677,26020,22061,23036,19207,14605,13276,20840,23586,18393,18288,22902,26174,27418,18712,19975,21437,9545,20247,23233,15424,18365,26486,5653,24000,19577,9626,20971,22104,18743,20043,24177,23258,20019,15494,25496,17260,5089,13273,22921,23699,19734,16400,8992,16867,18939,15690,21667,22005,18128,26794,13220,14338,19258,4294,15730,9392,12149,1994,7742,14325,11737,10233,8647,21919,4421,1291,20318,9119,18782,25968,23784,16456,20726,9718,8717,4977,3584,2112,4257,376,441,2079,1188,
23803,17626,25994,24362,20228,19832,6508,21164,26822,19100,15579,14187,26351,27822,29327,20856,20780,29292,28486,29335,21661,26102,26649,29454,28908,28443,29228,29392,24614,27586,22029,14913,20927,24491,23186,21775,24469,27305,23833,23614,29187,27498,29465,28653,24167,20875,17864,25790,18484,21295,1972,16222,21043,14259,11755,19493,17163,19810,21348,19952,14755,19162,18644,7797,26600,26427,25071,25586,23801,22461,13595,22301,20860,16688,18232,27778,21323,27094,24790,24619,17266,22506,11457,20256,28106,16958,14796,14660,21872,23102,19465,14239,28285,26037,28251,25688,14214,15630,21415,17956,19524,20504,28081,12245,15126,19736,11860,23984,12880,20030,8688,18906,8028,18442,11558,27950,17220,6740,26607,18870,6120,10468,11916,7568,17891,23251,20215,12089,17031,14543,13531,14006,11214,20777,23173,8906,16407,18039,23717,7645,13390,19950,7236,2904,6954,8208,7030,10390,20088,15261,6704,19435,14757,2845,21207,14659,27424,20444,11793,4959,11153,5664,7164,2660,2576,679,0,2363,
27292,15613,18784,23048,15023,19709,11980,20977,26802,17275,28192,27509,28084,29042,28374,29137,29061,25434,29098,29184,28699,29447,29373,29694,26211,29467,27921,29413,27530,28105,29030,29159,26389,27738,28675,28556,29047,27450,28973,28611,24917,29034,23319,28646,28365,28053,28750,28315,18554,26316,25015,21187,16220,9896,15070,7248,12161,4652,7078,8982,22040,17013,14467,26710,8891,12235,11347,25722,19553,27826,23937,28176,29220,17783,26309,24631,26141,17338,24009,25996,20987,15157,18260,17256,13593,20493,10903,11380,16816,26116,23668,21750,11097,27767,22179,24884,23534,24456,26060,20946,18044,24559,19467,24548,25125,12711,15250,20454,25756,22085,24676,22066,24258,10238,17431,13211,27130,19945,13562,22624,14918,20333,21069,21669,13533,24765,20949,29031,15332,11651,10951,14916,3778,17866,27196,28204,26379,10074,9800,10724,13109,4075,21628,14443,14254,18037,2375,17726,4441,22145,10380,6883,13894,9699,21158,12923,27676,14174,18078,20099,15442,8240,4926,8472,6216,0,0,219,
