27,31,121,126,57,122,26,25,127,125,24,30,29,89,19,28,120,59,18,63,95,93,17,56,61,1,123,90,119,58,23,11,62,94,91,10,118,9,124,114,16,88,8,117,113,2,112,3,0,60,103,48,12,22,82,4,97,51,101,21,96,15,55,100,20,65,5,104,80,92,49,111,7,81,6,102,47,108,109,87,40,54,45,14,41,83,36,86,66,74,13,115,32,77,84,99,46,42,79,98,50,71,78,53,73,64,85,107,105,76,33,110,116,67,35,37,68,69,34,38,72,70,39,106,75,43,52,44
14,6,24,8,18,73,4,42,12,34,99,36,30,11,114,46,44,66,45,21,32,84,38,16,116,65,10,110,20,70,26,1,23,40,53,47,122,67,71,79,69,105,111,100,33,0,56,85,51,98,64,39,7,48,76,118,80,113,109,50,37,31,115,120,68,5,3,92,9,15,22,17,104,35,2,96,54,78,90,75,88,29,52,81,106,87,72,41,121,83,43,25,86,112,60,82,124,49,97,108,74,94,91,103,126,77,107,102,28,19,125,61,101,59,58,55,119,127,117,93,13,123,89,62,95,27,57,63
