2,1,27,9,6,5,19,10,24,25,26,11,101,99,103,20,102,17,34,33,3,18,110,7,13,98,38,31,4,111,0,12,35,109,66,28,67,100,120,16,106,127,107,70,56,37,125,69,8,21,123,108,74,126,97,41,91,36,22,63,68,122,117,65,14,53,116,90,45,71,39,30,29,57,121,112,124,51,105,113,46,23,15,95,50,119,44,75,84,82,85,55,115,52,89,79,59,60,93,118,78,42,87,72,114,88,73,83,96,61,81,43,76,86,77,54,48,32,92,104,49,62,40,64,80,94,58,47
22,2,11,35,20,6,3,50,10,4,30,115,1,107,18,52,68,118,65,60,34,123,89,114,53,69,12,46,92,13,93,25,55,79,113,116,21,88,9,122,117,16,42,64,81,31,61,84,8,44,7,39,38,15,104,37,87,54,82,48,32,24,49,36,62,90,78,72,56,124,63,121,74,106,0,59,100,73,120,119,108,76,86,43,58,27,70,105,26,126,95,66,91,83,75,41,97,5,112,45,111,57,99,96,40,23,33,29,77,47,14,85,19,67,125,17,94,51,101,71,80,127,98,28,109,110,103,102
