127,126,120,122,121,125,99,90,124,95,123,100,94,113,89,25,102,57,62,88,98,103,63,101,24,27,26,93,31,107,58,30,61,117,56,70,91,112,111,67,96,118,104,66,119,2,29,108,69,114,97,92,71,1,68,59,3,6,5,109,105,116,110,38,34,115,37,106,85,35,79,28,86,7,39,19,23,16,75,36,65,76,80,81,87,60,9,82,78,41,40,51,4,33,17,52,55,73,12,64,77,54,13,72,22,42,11,43,50,14,47,10,8,15,18,0,74,53,46,45,83,21,48,84,49,32,44,20
88,94,56,24,120,126,36,86,99,90,89,100,106,57,58,37,103,125,14,3,102,62,112,95,78,32,33,49,82,98,16,68,53,127,101,63,64,84,47,80,67,10,60,43,2,52,118,42,77,69,114,75,79,0,93,113,87,50,48,44,17,27,45,73,22,115,35,55,72,76,105,13,74,15,21,41,54,18,65,26,4,40,38,12,81,97,92,117,119,31,8,111,23,20,83,11,59,107,28,7,116,104,46,1,61,91,30,39,124,121,34,25,96,9,5,51,108,109,71,66,123,85,6,29,110,19,70,122
