127,121,126,122,120,31,25,24,27,26,125,90,95,89,57,94,30,93,123,102,29,98,124,88,63,99,2,56,58,62,101,28,59,100,61,1,103,111,113,117,16,91,3,11,70,118,107,17,112,6,19,5,119,97,12,67,23,66,114,104,71,69,105,9,18,34,110,108,92,109,115,38,13,96,106,8,33,37,68,7,116,22,4,60,10,0,86,21,20,14,35,87,78,85,82,15,79,40,65,46,41,74,52,42,80,51,77,76,73,47,44,39,81,55,75,50,83,36,49,54,43,45,72,48,64,53,32,84
3,2,88,14,26,22,90,24,56,94,120,86,126,68,17,89,78,30,32,4,47,82,81,75,41,40,64,44,95,115,52,92,74,105,35,60,16,18,125,43,11,76,96,49,69,65,23,37,99,36,33,97,53,84,118,83,13,121,57,21,93,48,101,38,112,39,10,73,80,29,100,31,98,20,67,45,103,19,102,7,6,111,109,107,79,0,106,116,46,12,42,15,28,117,77,59,61,27,50,110,8,85,119,123,55,127,87,51,54,71,70,72,34,124,108,104,113,9,1,66,25,63,62,91,58,122,114,5
